"Title","PMID"
"Integrating psychological and neurobiological considerations regarding the development and maintenance of specific Internet-use disorders: An Interaction of Person-Affect-Cognition-Execution (I-PACE) model.","27590829"
"The Associations Between Gaming Motivation and Internet Gaming Disorder: Systematic Review and Meta-analysis.","35175204"
"Effects of Psychological Distress and Coping Resources on Internet Gaming Disorder: Comparison between Chinese and Japanese University Students.","35270644"
"Altered brain functional networks in Internet gaming disorder: independent component and graph theoretical analysis under a probability discounting task.","30968814"
"Gaming Disorder among Medical College Students during COVID-19 Pandemic Lockdown.","33605238"
"Translation and Validation of the Gaming Disorder Test and Gaming Disorder Scale for Adolescents into Chinese for Taiwanese Young Adults.","37295061"
"Gaming Disorder and Psycho-Emotional Wellbeing among Male University Students and Other Young Adults in Israel.","36498020"
"Aggression and Harm-Avoidant Trait Impede Recovery From Internet Gaming Disorder.","29997529"
"Do Gamers Play for Money? A Moderated Mediation of Gaming Motives, Relative Deprivation, and Upward Mobility.","36430102"
"Correlates of internet gaming among violent and nonviolent gamers and comparison of their psychological well-being with nongamers in a university student population.","35400738"
"Validation of the Internet Gaming Disorder Symptoms Checklist Based on the Fifth Edition of the Diagnostic and Statistical Manual of Mental Disorders in Chinese Adolescents.","34338962"
"The structural characteristics of esports gaming and their behavioral implications for high engagement: A competition perspective and a cross-cultural examination.","34332273"
"Is Sensation Seeking a correlate of excessive behaviors and behavioral addictions? A detailed examination of patients with Gambling Disorder and Internet Addiction.","27322843"
"Addiction and Engagement: An Explorative Study Toward Classification Criteria for Internet Gaming Disorder.","26075922"
"Gaming disorder among students of Tabriz University of Medical Sciences: The frequency and related factors.","34956944"
"Differences between recreational gamers and Internet Gaming Disorder candidates in a sample of Animal Crossing: New Horizons players.","36991080"
"Prevalence and Risk Factors of Internet Gaming Disorder Under the COVID-19 Pandemic Among University Students in Macao.","36865753"
"Different Typologies of Gamers Are Associated with Mental Health: Are Students DOOMed?","36429777"
"The gray matter volume in superior frontal gyrus mediates the impact of reflection on emotion in Internet gaming addicts.","33657478"
"Gender-related differences in neural responses to gaming cues before and after gaming: implications for gender-specific vulnerabilities to Internet gaming disorder.","30272247"
"Cognitive distortions and gambling near-misses in Internet Gaming Disorder: A preliminary study.","29346434"
"Conceptualizing Internet use disorders: Addiction or coping process?","27278653"
"Development of the Internet addiction scale based on the Internet Gaming Disorder criteria suggested in DSM-5.","24880884"
"Diagnostic Usefulness of an Ultra-Brief Screener to Identify Risk of Online Gaming Disorder for Children and Adolescents.","32777921"
"ADHD-Gaming Disorder Comorbidity in Children and Adolescents: A Narrative Review.","36291464"
"The Relationship between Depressive Symptoms, Loneliness, Self-Control, and Gaming Disorder among Polish Male and Female Gamers: The Indirect Effects of Gaming Motives.","36012072"
"Gaming Disorder and Psychotic Disorders: A Scoping Review.","36318899"
"Study protocol of the internet user Cohort for Unbiased Recognition of gaming disorder in Early adolescence (iCURE), Korea, 2015-2019.","28982839"
"Psychopathological Symptoms and Gaming Motives in Disordered Gaming-A Psychometric Comparison between the WHO and APA Diagnostic Frameworks.","31618950"
"Case series: gaming vs. eating-comorbidity of ARFID and IGD.","30788778"
"Development and Psychometric Validation of a Novel Self-Report Measure of ICD-11 Gaming Disorder.","36099184"
"Problematic video game use as an emotional coping strategy: Evidence from a sample of MMORPG gamers.","30739460"
"The relationship between childhood trauma and Internet gaming disorder among college students: A structural equation model.","32101018"
"Gaming disorder and internet addiction: A systematic review of resting-state EEG studies.","32283445"
"Psychometric properties of the Farsi version of the gaming disorder scale for adolescents (GADIS-A).","35941709"
"Metacognitions as a predictor of problematic social media use and internet gaming disorder: Development and psychometric properties of the Metacognitions about Social Media Use Scale (MSMUS).","36370653"
"Meta-analysis of structural and functional brain alterations in internet gaming disorder.","37033880"
"Monetary Reward Discounting, Inhibitory Control, and Trait Impulsivity in Young Adults With Internet Gaming Disorder and Nicotine Dependence.","33584390"
"Internet gaming disorder and comorbidities among campus-dwelling U.S. university students.","34129998"
"Safety.Net: A Pilot Study on a Multi-Risk Internet Prevention Program.","33923779"
"Individuals with internet gaming disorder have similar neurocognitive impairments and social cognitive dysfunctions as methamphetamine-dependent patients.","32100045"
"Intensive online videogame involvement: A new global idiom of wellness and distress.","31084279"
"The Comorbidity of Gambling Disorder among Macao Adult Residents and the Moderating Role of Resilience and Life Purpose.","30544506"
"Discriminating Pathological and Non-pathological Internet Gamers Using Sparse Neuroanatomical Features.","30008681"
"Neurophysiological features of Internet gaming disorder and alcohol use disorder: a resting-state EEG study.","26327686"
"The alteration of gray matter volume and cognitive control in adolescents with internet gaming disorder.","25852507"
"Subregions of the Anterior Cingulate Cortex Form Distinct Functional Connectivity Patterns in Young Males With Internet Gaming Disorder With Comorbid Depression.","30233421"
"Validation of the metacognitions about online gaming scale (MOGS) among Chinese gamers.","35091197"
"Managing Game-Related Conflict With Parents of Young Adults With Internet Gaming Disorder: Development and Feasibility Study of a Virtual Reality App.","33459603"
"Exploratory metabolomics of biomarker identification for the internet gaming disorder in young Korean males.","28482325"
"A Comparison of Risk and Protective Factors for Excessive Internet Game Play between Koreans in Korea and Immigrant Koreans in the United States.","31197982"
"Effectiveness of atomoxetine and methylphenidate for problematic online gaming in adolescents with attention deficit hyperactivity disorder.","27859666"
"Adolescents with Internet Gaming Disorder (IGD): profiles and treatment response.","27749976"
"Altered resting-state neural activity and changes following a craving behavioral intervention for Internet gaming disorder.","27381822"
"Relationships between psychological flexibility and internet gaming disorder among adolescents: Mediation effects of depression and maladaptive cognitions.","36735753"
"The role of microtransactions in Internet Gaming Disorder and Gambling Disorder: A preregistered systematic review.","35434248"
"Toward instantaneous frequency of respiration to investigate the risk of internet gaming disorder.","34891279"
"Altered Plasma Levels of Glial Cell Line-Derived Neurotrophic Factor in Patients with Internet Gaming Disorder: A Case-Control, Pilot Study.","31247707"
"Cortical thickness and volume abnormalities in Internet gaming disorder: Evidence from comparison of recreational Internet game users.","29883011"
"Altered brain activation during response inhibition and error processing in subjects with Internet gaming disorder: a functional magnetic imaging study.","24469099"
"""I have no control over how much time I play"" the metacognitions about online gaming scale: Evidence from a cross-cultural validation among Israeli adolescents.","36746106"
"Sudden gamer death: non-violent death cases linked to playing video games.","36564741"
"Characteristics of Gamers who Purchase Loot Box: a Systematic Literature Review.","34258146"
"Instantaneous Respiratory Response of Gamer with High-Risk Internet Gaming Disorder during Game-Film Stimuli by Using Complementary Ensemble Empirical Mode Decomposition.","33018149"
"Cross-cultural adaptation of the Internet Gaming Disorder Scale - Short Form (IGDS9-SF) to the Brazilian context.","32844978"
"Problem gambling and gaming in elite athletes.","30140727"
"Addictive Potential of Internet Applications and Differential Correlates of Problematic Use in Internet Gamers versus Generalized Internet Users in a Representative Sample of Adolescents.","28618419"
"Decision-making for risky gains and losses among college students with Internet gaming disorder.","25615595"
"A latent profile approach for classifying internet gamers based on motives for online gaming.","36763334"
"Psychometric Properties of Three Simplified Chinese Online-Related Addictive Behavior Instruments Among Mainland Chinese Primary School Students.","33101070"
"An Overview of Structural Characteristics in Problematic Video Game Playing.","28845381"
"Effectiveness of Available Treatments for Gaming Disorders in Children and Adolescents: A Systematic Review.","34665018"
"Applying fairness in labeling various types of internet use disorders. •","33027061"
"Video Game Addictive Symptom Level, Use Intensity, and Hedonic Experience: Cross-sectional Questionnaire Study.","35471995"
"Development and Validation of the Gaming Disorder Scale-Family Form.","34142914"
"Maladaptive Personality Traits and Their Interaction with Outcome Expectancies in Gaming Disorder and Internet-Related Disorders.","33918737"
"Precise estimates of gaming-related harm should guide regulation of gaming.","29895184"
"Internet Addiction and Other Behavioral Addictions.","27338971"
"The essential role of theory in minimizing harm from emerging technologies. Lost in committee?. •","33325839"
"Investigating gaming structural features associated with gaming disorder and proposing a revised taxonomical model: A scoping review.","37256740"
"Core and peripheral criteria of video game addiction in the game addiction scale for adolescents.","25826043"
"Multidimensional family therapy reduces problematic gaming in adolescents: A randomised controlled trial.","33905350"
"May the passion be with you: The addictive potential of collectible card games, miniatures, and dice of the Star Wars universe.","30203694"
"When addiction symptoms and life problems diverge: a latent class analysis of problematic gaming in a representative multinational sample of European adolescents.","29368254"
"Decreased functional connectivity between ventral tegmental area and nucleus accumbens in Internet gaming disorder: evidence from resting state functional magnetic resonance imaging.","26582309"
"Not all games are created equal: Adolescents who play and spend money on simulated gambling games show greater risk for gaming disorder.","36274342"
"Awareness and Potential Impacts of the Medicalization of Internet Gaming Disorder: Cross-sectional Survey Among Adolescents in China.","33625362"
"Positive youth development attributes, mental disorder, and problematic online behaviors in adolescents: a longitudinal study amidst the COVID-19 pandemic.","37333550"
"Parental marital conflict and internet gaming disorder among Chinese adolescents: The multiple mediating roles of deviant peer affiliation and teacher-student relationship.","36649287"
"Mental health literacy of Internet gaming disorder and problematic smartphone use among Korean teenagers.","35862446"
"Gaming, substance use and distress within a cohort of online gamblers.","35586184"
"Effect of the Frustration of Psychological Needs on Addictive Behaviors in Mobile Videogamers-The Mediating Role of Use Expectancies and Time Spent Gaming.","32899364"
"Maladaptive cognitions predict changes in problematic gaming in highly-engaged adults: A 12-month longitudinal study.","27816037"
"Dysfunctional information processing during an auditory event-related potential task in individuals with Internet gaming disorder.","26812042"
"Assessment of Criteria for Specific Internet-use Disorders (ACSID-11): Introduction of a new screening instrument capturing ICD-11 criteria for gaming disorder and other potential Internet-use disorders.","35394924"
"Video game addiction in children and teenagers in Taiwan.","15667052"
"Prevalence and factors associated with Internet gaming disorder among adolescents in Saudi Arabia: A cross-sectional study.","35777010"
"The Association between Excessive Internet Gaming Behavior and Immersive Tendency, Mediated by Attention Deficit/Hyperactivity Disorder Symptoms, in Korean Male University Students.","32295328"
"Development of an effective virtual environment in eliciting craving in adolescents and young adults with internet gaming disorder.","29672530"
"Pathological Internet use among adolescents: Comparing gamers and non-gamers.","25959265"
"Effects of an online-based motivational intervention to reduce problematic internet use and promote treatment motivation in internet gaming disorder and internet use disorder (OMPRIS): study protocol for a randomised controlled trial.","34344675"
"A Bibliometric Analysis of Research into Internet Gaming Disorders in Korea.","36900797"
"Internet gaming disorder and tobacco use disorder share neural connectivity patterns between the subcortical and the motor network.","36807959"
"The association of problematic use of social media and online videogames with aggression is mediated by insomnia severity: A cross-sectional study in a sample of 18- to 24-year-old individuals.","34870339"
"A serotonin voltammetric biosensor composed of carbon nanocomposites and DNA aptamer.","33792757"
"Normative, passionate, or problematic? Identification of adolescent gamer subtypes over time.","31545097"
"Policy and Prevention Approaches for Disordered and Hazardous Gaming and Internet Use: an International Perspective.","28677089"
"Treatment with the Self-Discovery Camp (SDiC) improves Internet gaming disorder.","27321966"
"Prevalence of Internet Gaming Disorder and Its Association With Personality Traits and Gaming Characteristics Among Chinese Adolescent Gamers.","33312143"
"The Association Between Gaming Practices and Scholastic Performance Among Medical Students in India: Case-Control Study.","34340961"
"Symptoms, Mechanisms, and Treatments of Video Game Addiction.","37009362"
"Treatment Considerations in Internet and Video Game Addiction: A Qualitative Discussion.","29502754"
"The concept of recovery in gaming disorder: A scoping review.","36917469"
"Brain Structures Associated with Internet Addiction Tendency in Adolescent Online Game Players.","29559931"
"Neural correlates of problematic gaming in adolescents: A systematic review of structural and functional magnetic resonance imaging studies.","34496459"
"Validation of a Chinese version of the short form of Metacognitions Questionnaire (MCQ-30).","32866800"
"Stress System Response and Decision Making in Heavy Episodic Users of Alcohol and Online Video Games.","31140346"
"Trajectories of abstinence-induced Internet gaming withdrawal symptoms: A prospective pilot study.","29511720"
"Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.","25738502"
"The Internet Gaming Disorder Scale.","25558970"
"Psychometric Assessment and Gender Invariance of the Polish Version of the Gaming Disorder Test.","36217446"
"Predicting Video Game Addiction Through the Dimensions of Consumer Video Game Engagement: Quantitative and Cross-sectional Study.","34842539"
"Risk and protective factor profiles predict addictive behavior among adolescents.","37037172"
"Reliability of the fMRI-based assessment of self-evaluation in individuals with internet gaming disorder.","34275007"
"Development of Internet Addiction Scale Based on DSM-5 Diagnostic Criteria: An Evaluation in Terms of Internet Gaming Disorder.","34181742"
"Effects of a prevention intervention concerning screens, and video games in middle-school students: Influences on beliefs and use.","31537087"
"Performance of the DSM-5-based criteria for Internet addiction: A factor analytical examination of three samples.","31120319"
"A longitudinal study on psychosocial causes and consequences of Internet gaming disorder in adolescence.","29622057"
"Is Neural Processing of Negative Stimuli Altered in Addiction Independent of Drug Effects? Findings From Drug-Naïve Youth with Internet Gaming Disorder.","29154365"
"Attentional bias in excessive Internet gamers: Experimental investigations using an addiction Stroop and a visual probe.","28092198"
"The Impact of Parental and Peer Attachment on Gaming Addiction among Out-of-School Adolescents in South Korea: The Mediating Role of Social Stigma.","36612398"
"Event-related brain response to visual cues in individuals with Internet gaming disorder: relevance to attentional bias and decision-making.","33934100"
"Motives for online gaming questionnaire: Its psychometric properties and correlation with Internet gaming disorder symptoms among Chinese people.","28264590"
"Prevalence and Correlates of Internet Gaming Problem among Internet Users: Results from an Internet Survey.","27383716"
"Clinical Considerations in Internet and Video Game Addiction Treatment.","34801158"
"Proton magnetic resonance spectroscopy (MRS) in individuals with internet gaming.","36620656"
"Decreased effective connection from the parahippocampal gyrus to the prefrontal cortex in Internet gaming disorder: A MVPA and spDCM study.","32359234"
"The association between problematic online gaming and perceived stress: The moderating effect of psychological resilience.","30739461"
"Polysubstance Use Is Positively Associated with Gaming Disorder Symptom Severity: A Latent Class Analytical Study.","34284387"
"The evolution of Internet addiction: A global perspective.","26562678"
"Differential Effects of Anxiety on Internet Gaming Disorder: A Large-Scale Cross-Sectional Survey.","35153866"
"A systematic review on the intersection of attention-deficit hyperactivity disorder and gaming disorder.","33360866"
"Draconian policy measures are unlikely to prevent disordered gaming.","34762067"
"Video game addiction and college performance among males: results from a 1 year longitudinal study.","25584728"
"Role of conduct problems in the relation between Attention-Deficit Hyperactivity disorder, substance use, and gaming.","30292416"
"Craving Behavior Intervention in Ameliorating College Students' Internet Game Disorder: A Longitudinal Study.","28443046"
"Diagnostic Criteria for Problematic Internet Use among U.S. University Students: A Mixed-Methods Evaluation.","26751569"
"The development and psychometric evaluation of the Internet Disorder Scale (IDS-15).","26410796"
"An investigation into Video Game Addiction in Pre-Adolescents and Adolescents: A Cross-Sectional Study.","32384823"
"A longitudinal study on the impact of Internet gaming disorder on self-perceived health, academic performance, and social life of first-year college students.","36645268"
"Neural classification of internet gaming disorder and prediction of treatment response using a cue-reactivity fMRI task in young men.","33229034"
"Sustained dysfunctional information processing in patients with Internet gaming disorder: 6-month follow-up ERP study.","28885359"
"Associations between prospective symptom changes and slow-wave activity in patients with Internet gaming disorder: A resting-state EEG study.","28225502"
"Recovery Experiences Protect Emotionally Exhausted White-Collar Workers from Gaming Addiction.","36231843"
"Subtyping treatment-seeking gaming disorder patients.","34450349"
"Common neurofunctional dysregulations characterize obsessive-compulsive, substance use, and gaming disorders-An activation likelihood meta-analysis of functional imaging studies.","33432718"
"Personality and Psychological Factors of Problematic Internet Gamers Seeking Hospital Treatment.","31551820"
"The association between the nicotinic acetylcholine receptor α4 subunit gene (CHRNA4) rs1044396 and Internet gaming disorder in Korean male adults.","29240768"
"Changes of quality of life and cognitive function in individuals with Internet gaming disorder: A 6-month follow-up.","27977620"
"Measurement instruments of online gaming disorder in adolescents and young people according to DSM-5 criteria: a systematic review.","31342078"
"Problematic smartphone use and specific problematic Internet uses among university students and associated predictive factors: a systematic review.","36465425"
"Development and Validation of the Problematic Media Use Measure: A Parent Report Measure of Screen Media ""Addiction"" in Children.","30873299"
"Game Addiction Scale Assessment Through a Nationally Representative Sample of Young Adult Men: Item Response Theory Graded-Response Modeling.","30150204"
"Comorbidity of Internet gaming disorder and alcohol use disorder: A focus on clinical characteristics and gaming patterns.","28328110"
"A brief report on the relationship between self-control, video game addiction and academic achievement in normal and ADHD students.","25215206"
"Bihavioral Addictions in Childhood and Adolescence - Pandemic Knocking Door.","33030458"
"Examining the Indirect Effect of Online Gaming on Depression via Sleep Inequality and Anxiety-A Serial and Parallel Mediation Analysis.","36555910"
"The Relationship of Internet Gaming Addiction and Suicidal Ideation among Adolescents: The Mediating Role of Negative Emotion and the Moderating Role of Hope.","36834070"
"Structural Equation Modeling (SEM): Gaming Disorder Leading Untreated Attention-Deficit/Hyperactivity Disorder to Disruptive Mood Dysregulation.","35682233"
"Online Gaming Addiction and Basic Psychological Needs Among Adolescents: The Mediating Roles of Meaning in Life and Responsibility.","36643385"
"Problematic internet use: A scoping review - longitudinal research on a contemporary social problem, 2006-2017.","35308651"
"Sensation Seeking and Online Gaming Addiction in Adolescents: A Moderated Mediation Model of Positive Affective Associations and Impulsivity.","28529494"
"Internet gaming addiction: current perspectives.","24255603"
"Gaming patterns and related symptoms in adolescents using cluster analysis: Baseline results from the Internet User Cohort for Unbiased Recognition of Gaming Disorder in Early Adolescence (iCURE) study.","32069759"
"Development and Psychometric Evaluation of a DSM-V-Based Social Networking Site Use Disorder Test: The SNS-DT-10.","35067129"
"A systematic review and meta-analysis on the clinical implications of probability discounting among individuals with Internet gaming disorder.","33542406"
"Self-Efficacy and Clinical Characteristics in Casual Gamers Compared to Excessive Gaming Users and Non-Gamers in Young Adults.","32842707"
"Application of Diagnostic Interview for Internet Addiction (DIA) in Clinical Practice for Korean Adolescents.","30736373"
"Relational Victimization and Video Game Addiction among Female College Students during COVID-19 Pandemic: The Roles of Social Anxiety and Parasocial Relationship.","36554792"
"The Relationship between Internet Addiction, Internet Gaming and Anxiety among Medical Students in a Malaysian Public University during COVID-19 Pandemic.","34831627"
"School-Related Risk Factors of Internet Use Disorders.","31817573"
"The recognition of gaming disorder in China: a case series of 223 patients.","33604193"
"Obsessive-compulsive, harm-avoidance and persistence tendencies in patients with gambling, gaming, compulsive sexual behavior and compulsive buying-shopping disorders/concerns.","36587418"
"Classification of the risk of internet gaming disorder by flow short scale and cardiovascular response.","34891628"
"A nationwide survey of the prevalence and psychosocial correlates of internet addictive disorders in Taiwan.","30467060"
"Problematic Use of the Internet Mediates the Association between Reduced Mentalization and Suicidal Ideation: A Cross-Sectional Study in Young Adults.","35628085"
"Examining the Predictors of Video Game Addiction According to Expertise Levels of the Players: The Role of Time Spent on Video Gaming, Engagement, Positive Gaming Perception, Social Support and Relational Health Indices.","37363766"
"Problematic gaming behaviour and health-related outcomes: A systematic review and meta-analysis.","29192524"
"Prevalence and Predictors of Video Game Addiction: A Study Based on a National Representative Sample of Gamers.","27688739"
"Substance use and addictive disorders in DSM-5 and ICD 10 and the draft ICD 11.","28459730"
"Influence of an Esports Program on Problematic Gaming in Children with Autistic Spectrum Disorder: A Pilot Study.","35735382"
"Discordance between self-report and clinical diagnosis of Internet gaming disorder in adolescents.","29973627"
"Video Games and COVID-19: How Do Lockdown And addiction Interact?","34559795"
"Behavioral addictions in addiction medicine: from mechanisms to practical considerations.","26806783"
"Prevalence and correlates of video and internet gaming addiction among Hong Kong adolescents: a pilot study.","25032242"
"The cross-cultural expression of internet gaming distress in North America, Europe, and China.","31193753"
"Video game addiction in psychiatric adolescent population: A hospital-based study on the role of individualism from South China.","37325928"
"User-avatar bond profiles: How do they associate with disordered gaming?","31891834"
"Extended classifier system with continuous real-coded variables for feature extraction of instantaneous pulse-rate variability and respiration of individuals with gaming disorder.","34556149"
"Emotional bias modification weakens game-related compulsivity and reshapes frontostriatal pathways.","35861265"
"No Significant Changes in Addictive and Problematic Behaviors During the COVID-19 Pandemic and Related Lockdowns: A Three-Wave Longitudinal Study.","35496258"
"Aberrant structural network of comorbid attention deficit/hyperactivity disorder is associated with addiction severity in internet gaming disorder.","32403039"
"The 2D:4D Marker and Different Forms of Internet Use Disorder.","29249989"
"Impaired Feedback Processing for Symbolic Reward in Individuals with Internet Game Overuse.","29051739"
"Development and validation of a nine-item short screening test for ICD-11 gaming disorder (GAMES test) and estimation of the prevalence in the general young population.","34232907"
"Is video gaming, or video game addiction, associated with depression, academic achievement, heavy episodic drinking, or conduct problems?","25215212"
"DSM-5 Internet gaming disorder among a sample of Mexican first-year college students.","31830812"
"Attachment and behavioral addictions in adolescents: The mediating and moderating role of coping strategies.","31087666"
"Game Addiction Scale for Adolescents-Psychometric Analyses of Gaming Behavior, Gender Differences and ADHD.","35356720"
"Prevalence of Internet Gaming Disorder in Medical Students: A Meta-Analysis.","35140636"
"Treatment Modalities for Internet Addiction in Children and Adolescents: A Systematic Review of Randomized Controlled Trials (RCTs).","37176784"
"Effect of COVID-19 pandemic on internet gaming disorder among general population: A systematic review and meta-analysis.","37027365"
"The Relationship Between Behavioral Inhibition and Behavioral Activation Systems, Impulsiveness, and Internet Gaming Disorder Among Students of Different Ages.","33510653"
"Treatment outcomes of a CBT-based group intervention for adolescents with Internet use disorders.","33216013"
"Is the Clinical Version of the Iowa Gambling Task Relevant for Assessing Choice Behavior in Cases of Internet Addiction?","31191368"
"Cortical thickness abnormalities in late adolescence with online gaming addiction.","23326379"
"Digital competence as a protective factor against gaming addiction in children and adolescents: A cross-sectional study in Hong Kong.","35967602"
"Online gaming addiction in children and adolescents: A review of empirical research.","26166826"
"Problematic Internet use two decades later: apps to wean us off apps.","30507371"
"Gaming and Religion: The Impact of Spirituality and Denomination.","26590569"
"Emotion dysregulation mediates the relationship between adverse childhood experiences and problematic gaming.","36099715"
"Effects of Increasing the Negativity of Implicit Outcome Expectancies on Internet Gaming Impulsivity.","32411030"
"Internet addiction: reappraisal of an increasingly inadequate concept.","26831456"
"Video game addiction, ADHD symptomatology, and video game reinforcement.","29874473"
"Prevalence of gaming addiction and its impact on sleep quality: A cross-sectional study from Pakistan.","35734653"
"The interplay between time spent gaming and disordered gaming: A large-scale world-wide study.","35168056"
"Generalised Versus Specific Internet Use-Related Addiction Problems: A Mixed Methods Study on Internet, Gaming, and Social Networking Behaviours.","30572652"
"Bullying Victimization and Problem Video Gaming: The Mediating Role of Externalizing and Internalizing Problems.","33671200"
"Dimensions of Emotional Intelligence and Online Gaming Addiction in Adolescence: The Indirect Effects of Two Facets of Perceived Stress.","28751876"
"Impulsivity and Alexithymia in Virtual Worlds: A Study on Players of World of Warcraft.","34908947"
"Internet Gaming Addiction: A Technological Hazard.","26870714"
"[Gambling and Internet habits in a French population with addictive disorders seeking treatment: a multicentric study].","34857367"
"How can we conceptualize behavioural addiction without pathologizing common behaviours?","28198052"
"The mediating role of sleep quality on the relationship between internet gaming disorder and perceived stress and suicidal behaviour among Indian medical students.","37304212"
"[Video game and internet addiction. The current state of research].","23549839"
"Impulsivity, Self-control, Interpersonal Influences, and Maladaptive Cognitions as Factors of Internet Gaming Disorder Among Adolescents in China: Cross-sectional Mediation Study.","34704960"
"Clinical Characteristics of Diagnosis for Internet Gaming Disorder: Comparison of DSM-5 IGD and ICD-11 GD Diagnosis.","31261841"
"Is Video Game Addiction Real?","32732479"
"Brain activities associated with gaming urge of online gaming addiction.","18996542"
"Will esports result in a higher prevalence of problematic gaming? A review of the global situation.","31553236"
"Online gaming addiction: the role of sensation seeking, self-control, neuroticism, aggression, state anxiety, and trait anxiety.","20557251"
"News Feature: Is video game addiction really an addiction?","28442622"
"Gaming and Social Media Addiction in University Students: Sex Differences, Suitability of Symptoms, and Association With Psychosocial Difficulties.","34690842"
"Functional magnetic resonance imaging of internet addiction in young adults.","26981230"
"Association between adolescents' problematic online behaviors and self-harm risk.","36029869"
"Machine-Learning-Based Detection of Craving for Gaming Using Multimodal Physiological Signals: Validation of Test-Retest Reliability for Practical Use.","31395802"
"Interpersonal dependency and online gaming addiction.","26690326"
"Correction for Zastrow, News Feature: Is video game addiction really an addiction?","28490496"
"Empirical Relationships between Problematic Alcohol Use and a Problematic Use of Video Games, Social Media and the Internet and Their Associations to Mental Health in Adolescence.","32825700"
"Predictors of Spontaneous Remission of Problematic Internet Use in Adolescence: A One-Year Follow-Up Study.","31936677"
"A primary care pediatrician's guide to assessing problematic interactive media use.","31033606"
"A preliminary study into internet related addictions among adults with dyslexia.","36827334"
"[Internet addiction].","26394521"
"Internet and gaming addiction: a systematic literature review of neuroimaging studies.","24961198"
"Research progress and debates on gaming disorder.","31423477"
"Reinforcing Relationships Between Gaming Disorder and Aggression and Intrusive Parenting Across 4 Years.","36716200"
"A randomized controlled trial to assess effectiveness of GamE- an e-Health intervention to self-manage gaming with an aim to prevent gaming disorder.","36516699"
"[Is video game addiction a reality ?].","28678449"
"Systematic literature review online gaming addiction among children and young adults: A framework and research agenda.","35104738"
"Proactive and reactive inhibitory control are differently affected by video game addiction: An event-related potential study.","35470576"
"Gaming disorder and stigma-related judgements of gaming individuals: An online randomized controlled trial.","37070481"
"Attachment and emotion regulation in substance addictions and behavioral addictions.","29280395"
"Identifying video game addiction in children and adolescents.","7832013"
"Clinical neuropsychiatric considerations regarding nonsubstance or behavioral addictions.","29302225"
"The OAuth 2.0 Web Authorization Protocol for the Internet Addiction Bioinformatics (IABio) Database.","27103887"
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. Problems with atheoretical and confirmatory research approaches in the study of behavioral addictions.","26551896"
"Gender differences and related factors affecting online gaming addiction among Taiwanese adolescents.","15805824"
"The Relationship Between Childhood Trauma, Pathological Dissociation, and Behavioral Addictions in Young Adults: Findings from a Cross-Sectional Study.","36814178"
"Asphyxiophilic death due to masochistic behaviour in a video game addict teen: A case report and reviews.","36655337"
"Perceptions of School Climate and Internet Gaming Addiction among Chinese Adolescents: The Mediating Effect of Deviant Peer Affiliation.","35329291"
"The directionality of anxiety and gaming disorder: An exploratory analysis of longitudinal data from an Australian youth population.","36405898"
"Increasing important roles of child and adolescent psychiatrists in the treatment of gaming disorder: Current status in Japan.","36339875"
"Gaming disorder among medical college students from India: Exploring the pattern and correlates.","31879456"
"CBT Curbs Internet and Gaming Addiction.","31550028"
"Gaming-addicted teens identify more with their cyber-self than their own self: Neural evidence.","29891257"
"The Internet's effect on personality traits: An important casualty of the ""Internet addiction"" paradigm.","28301969"
"Disordered gambling: the evolving concept of behavioral addiction.","25336388"
"Can Heart Rate Variability be Viewed as a Biomarker of Problematic Internet Use? A Systematic Review and Meta-Analysis.","35980558"
"Biochemical Correlates of Video Game Use: From Physiology to Pathology. A Narrative Review.","34440519"
"Development and validation of the resource loss due to reduction in gaming time scale among adolescent internet gamers in China.","36805816"
"Persistence in Problematic Internet Use-A Systematic Review and Meta-Analysis.","33869438"
"Video game addiction test: validity and psychometric characteristics.","22900926"
"Effectiveness of school- and family-based interventions to prevent gaming addiction among grades 4-5 students in Bangkok, Thailand.","29695939"
"The Association of Problematic Online Gaming Behavior With Mental Well-Being and Depressive Symptoms Among Students of Professional Colleges in Rishikesh.","35282523"
"A brief psychological overview of disordered gaming.","32422570"
"Internet gaming addiction.","15679222"
"Internet-Based Self-Assessment for Symptoms of Internet Use Disorder-Impact of Gender, Social Aspects, and Symptom Severity: German Cross-sectional Study.","36633897"
"Computer Gaming and Physiological Changes in the Brain: An Insight from QEEG Complexity Analysis.","34255228"
"Conditional role of parental controlling mediation on the relationship between escape, daily game time, and gaming disorder.","37359689"
"Associations between gaming disorder, parent-child relationship, parental supervision, and discipline styles: Findings from a school-based survey during the COVID-19 pandemic in Vietnam.","34564065"
"Psychometric properties of three online-related addictive behavior instruments among Bangladeshi school-going adolescents.","36516198"
"Prevalence of Internet-based addictive behaviors during COVID-19 pandemic: a systematic review.","33749537"
"Video Gaming Disorder and Sport and Exercise in Emerging Adulthood: A Longitudinal Study.","25258243"
"The Mediating Role of Gaming Disorder in the Effect of Narcissism on Happiness in Children.","34281071"
"Association of Extensive Video Gaming and Cognitive Function Changes in Brain-Imaging Studies of Pro Gamers and Individuals With Gaming Disorder: Systematic Literature Review.","34255648"
"Does the gaming disorder as listed in ICD-11 include ""the observers""?","36481620"
