"Title","PMID"
"Managing mood-related symptoms utilizing diet, targeted nutrient supplementation, and lifestyle changes: A case series.","34654656"
"Systematic review of health promotion policies or regulations with CCAT theory.","36779075"
"Relationship between time spent playing internet gaming apps and behavioral problems, sleep problems, alexithymia, and emotion dysregulations in children: a multicentre study.","35974366"
"Callous-unemotional traits and anxiety in adolescents: a latent profile analysis to identify different types of antisocial behavior in a high-risk community sample.","35854316"
"[Self-perception and life satisfaction in video game addiction in young adolescents (11-14 years old)].","23200618"
"Empirical evidence for robust personality-gaming disorder associations from a large-scale international investigation applying the APA and WHO frameworks.","34936677"
"Delay discounting, risk-taking, and rejection sensitivity among individuals with Internet and Video Gaming Disorders.","27958761"
"The Big Five Personality Domains and Their Facets: Empirical Relations to Problematic Use of Video Games, Social Media and Alcohol.","37366696"
"Emotional dysregulation predicts problematic gaming in children and youths: a cross-sectional and longitudinal approach.","36932230"
"Desire thinking promotes decisions to game: The mediating role between gaming urges and everyday decision-making in recreational gamers.","33364304"
"Factors influencing the addiction characteristics of non-suicidal self-injurious behaviors in adolescents: A case-control study.","36532167"
"Resource-Strengthening Training for Parents of Adolescents with Problematic Gaming (Res@t-P): A Clinical Pilot Study.","35954846"
"Real-world social support but not in-game social support is related to reduced depression and anxiety associated with problematic gaming.","32151891"
"In Search of Reward Deficiency Syndrome (RDS)-free Controls: The ""Holy Grail"" in Genetic Addiction Risk Testing.","32432025"
"Clinical Usefulness of a Short Version of the Internet Addiction Test to Screen for Probable Internet Addiction in Adolescents with Autism Spectrum Disorder.","36901680"
"Associations between digital media use and lack of physical exercise among middle-school adolescents in Korea.","36652903"
"Problematic gaming and quality of life in online competitive videogame players: Identification of motivational profiles.","35689906"
"Altered neural activities during response inhibition in adults with addiction: a voxel-wise meta-analysis.","33612127"
"The Role of Serious Video Games in the Treatment of Disordered Eating Behaviors: Systematic Review.","36036967"
"Validation of the Digital Eye Strain Questionnaire and pilot application to online gaming addicts.","34986052"
"Depression in mothers at childhood: Direct and indirect association with problematic gaming in late adolescence/young adulthood.","36652752"
"Conduct problems and depressive symptoms in association with problem gambling and gaming: A systematic review.","32750033"
"How have excessive electronics devices and Internet uses been concerned? Implications for global research agenda from a bibliometric analysis.","32644936"
"A short-term manual for webcam-based telemedicine treatment of Internet use disorders.","36911137"
"Problem gaming-related harm experienced by partners and parents of individuals with gaming problems and their help-seeking experiences.","36857028"
"Social epidemiology of early adolescent problematic screen use in the United States.","35768491"
"""Technology-mediated addictive behaviors constitute a spectrum of related yet distinct conditions: A network perspective"": Correction to Baggio et al. (2018).","30211582"
"Frequency of use, moral incongruence and religiosity and their relationships with self-perceived addiction to pornography, internet use, social networking and online gaming.","32955140"
"Online Game Addiction and the Level of Depression Among Adolescents in Manila, Philippines.","35866084"
"Mental health dished up-the use of iPSC models in neuropsychiatric research.","32377792"
"Individual and Interpersonal Factors Associated with the Incidence, Persistence, and Remission of Internet Gaming Disorders Symptoms in an Adolescents Sample.","34770150"
"Person-centred interventions for problem gaming: a stepped care approach.","33957877"
"Comparison of Physical Activity, Dual-Task Performance, and Cognitive Skills Between Problematic Video Game Players and Control Subjects.","36475194"
"Mental and behavioural disorders in the ICD-11: concepts, methodologies, and current status.","28581530"
"Impact of lockdown following COVID-19 on the gaming behavior of college students.","32496250"
"Emotional Dysregulation in Children and Adolescents With Psychiatric Disorders. A Narrative Review.","34759846"
"The associations of adolescent problematic internet use with parenting: A meta-analysis.","35933287"
"Problem mobile gaming: The role of mobile gaming habits, context, and platform.","36003120"
"Investigating Adolescents' Video Gaming and Gambling Activities, and Their Relationship With Behavioral, Emotional, and Social Difficulties: Protocol for a Multi-Informant Study.","35212638"
"Dual Diagnosis in Adolescents with Problematic Use of Video Games: Beyond Substances.","36009172"
"Deficits in executive functions but not in decision making under risk in individuals with problematic social-network use.","33581450"
"Manifesto for a European research network into Problematic Usage of the Internet.","30509450"
"International Classification of Diseases-11-Based External Assessment of Social Media Use Disorder in Adolescents: Development and Validation of the Social Media Use Disorder Scale for Parents.","35796709"
"Quality of Life in Internet Use Disorder Patients With and Without Comorbid Mental Disorders.","35401273"
"Burden and Help-Seeking Behaviors Linked to Problem Gambling and Gaming: Observational Quantitative and Qualitative Analysis.","34842562"
"Prevalence of Internet addiction in Japan: Comparison of two cross-sectional surveys.","32298503"
"[Gambling and Gaming disorders and physical health of players: A critical review of the literature].","31767247"
"Predicting the Time Spent Playing Computer and Mobile Games among Medical Undergraduate Students Using Interpersonal Relations and Social Cognitive Theory: A Cross-Sectional Survey in Chongqing, China.","30082624"
"Associations between adverse childhood experiences and early adolescent problematic screen use in the United States.","37349707"
"GamReg Sweden-Protocol for a systematic cohort data collection for improved clinical knowledge in specialized gambling disorder treatment.","36172517"
"Study protocol for a randomised controlled trial of an e-health stepped care approach for the treatment of internet use disorders versus a placebo condition: the SCAPIT study.","36323482"
"COVID-19-related impact on mental health and career uncertainty in student-athletes-Data from a cohort of 7,025 athletes in an elite sport high school system in Sweden.","36203654"
"Problematic Use of Video Games, Social Media, and Alcohol: Associations with Mother-Child Relationship.","35780771"
